PATIENT ID,SECESSION CIVIL WAR BINARY,SECESSION CIVIL WAR YES/NO,GENDER BINARY,GENDER,AGE,AGE 60 PLUS,60 PLUS YES/NO,1ST AMENDMENT LOSS YES/NO,1ST AMENDMENT LOSS BINARY,2ND AMENDMENT LOSS YES/NO,2ND AMENDMENT LOSS BINARY,PARTISANSHIP YES/NO,PARTISANSHIP BINARY,HIGHER TAXES YES/NO,HIGHER TAXES BINARY,VOTER FRAUD YES/NO,VOTER FRAUD BINARY,BIG TECH YES/NO,BIG TECH BINARY,DYSFUNCTIONAL GOV BINARY,DYSFUNCTIONAL GOV YES/NO,OLIGARCHY BINARY,OLIGARCHY YES/NO,BORDER LOSS BINARY,BORDER LOSS YES/NO,SCANDALS IN BIDEN WH BINARY,SCANDALS IN BIDEN WH YES/NO,LOSS OF ENERGY BINARY,LOSS OF ENERGY YES/NO,COVID ISSUES BINARY,COVID ISSUES YES/NO,JOB LOSS BINARY,JOB LOSS YES/NO,1619 VS 1776 BINARY,1619 VS 1776 YES/NO
P8341,1,Yes,0,Female,71,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8342,1,Yes,1,Male,60,0,No,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8343,1,Yes,0,Female,65,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8344,1,Yes,0,Female,43,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8345,0,No,0,Female,62,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8346,0,No,1,Male,38,0,No,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P8347,0,No,1,Male,41,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8348,0,No,1,Male,58,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8349,1,Yes,1,Male,32,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P8350,1,Yes,0,Female,64,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8351,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8352,1,Yes,1,Male,54,0,No,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8353,1,Yes,1,Male,41,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8354,1,Yes,1,Male,65,1,Yes,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P8355,1,Yes,0,Female,43,0,No,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8356,0,No,0,Female,33,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8357,0,No,1,Male,37,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No ,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8358,1,Yes,0,Female,48,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8359,0,No,0,Female,40,0,No,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8360,1,Yes,1,Male,75,1,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8361,1,Yes,1,Male,59,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8362,0,No,0,Female,55,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8363,1,Yes,1,Male,61,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8364,0,No,1,Male,68,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No
P8365,0,No,1,Male,84,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8366,1,Yes,0,Female,72,1,Yes,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8367,0,No,0,Male,86,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8368,0,No,0,Male,43,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8369,1,Yes,0,Male,53,0,No,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P8370,0,No,1,Male,47,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8371,1,Yes,1,Male,39,0,No,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8372,0,No,0,Female,83,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8373,1,Yes,1,Male,57,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8374,1,Yes,1,Male,49,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8375,0,No,1,Male,62,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8376,1,Yes,1,Male,47,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8377,0,No,1,Male,67,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8378,1,Yes,0,Female,59,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8379,0,No,1,Male,54,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8380,1,Yes,1,Male,70,1,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P8381,1,Yes,0,Female,75,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8382,0,No,0,Female,60,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8383,0,No,1,Male,87,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8384,0,No,0,Female,51,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8385,0,No,1,Male,67,1,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8386,1,Yes,1,Male,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8387,1,No,1,Male,64,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8388,0,No,0,Female,70,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8389,1,Yes,0,Female,55,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8390,1,Yes,1,Male,73,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8391,1,Yes,1,Male,36,0,No,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8392,1,Yes,1,Male,63,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8393,1,Yes,1,Male,47,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8394,0,No,0,Female,80,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8395,1,Yes,1,Male,61,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8396,0,No,1,Male,89,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8397,1,No,1,Male,73,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8398,0,No,0,Female,49,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,1,No,0,No,0,No,0,No,0,No,0,No,0,No
P8399,1,Yes,1,Male,55,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8400,0,No,1,Male,25,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes
P8401,0,No,1,Male,70,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8402,1,Yes,1,Male,46,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,0,Yes,0,No,0,No,0,No
P8403,1,Yes,1,Male,94,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8404,1,Yes,1,Male,74,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8405,1,Yes,1,Male,53,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8406,1,Yes,1,Male,45,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8407,1,Yes,0,Female,20,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8408,1,Yes,1,Male,49,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8409,1,Yes,0,Female,50,0,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8410,1,Yes,1,Male,25,0,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8411,1,Yes,1,Male,52,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8412,0,No,0,Female,27,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8413,0,No,1,Male,48,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8414,0,No,0,Female,44,0,No,Yes,1,No,0,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8415,0,No,0,Female,81,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8416,1,Yes,0,Female,59,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,no,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8417,1,Yes,0,Female,82,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8418,1,Yes,0,Female,39,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,no,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8419,1,Yes,0,Female,64,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8420,1,Yes,0,Female,64,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8421,1,Yes,0,Female,50,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8422,1,Yes,0,Female,87,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8423,1,Yes,1,Male,53,0,No,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8424,1,Yes,1,Male,50,0,Yes,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8425,1,Yes,1,Male,58,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8426,1,Yes,0,Female,79,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8427,0,No,0,Female,54,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8428,1,Yes,1,Male,38,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8429,1,Yes,1,Male,52,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8430,1,Yes,1,Male,40,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8431,1,Yes,0,Female,32,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8432,0,No,1,Male,48,0,No,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8433,1,Yes,1,Male,41,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8434,1,Yes,1,Male,55,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8435,1,Yes,1,Male,79,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8436,0,No,1,Male,57,0,No,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8437,1,Yes,0,Female,74,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P8438,1,Yes,0,Female,52,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8439,1,Yes,1,Male,51,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8440,1,Yes,0,Female,44,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8441,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8442,1,Yes,1,Male,81,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8443,1,Yes,1,Male,49,0,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8444,0,No,1,Male,81,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P8445,0,No,1,Male,45,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8446,0,No,1,Male,71,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8447,1,Yes,0,Female,59,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8448,1,Yes,0,Female,67,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8449,1,Yes,0,Female,49,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8450,1,Yes,0,Female,69,1,Yes,Yes,1,Yes,1,No,0,No,0,No,0,Yes,1,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P8451,1,Yes,1,Male,43,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8452,1,Yes,1,Male,69,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8453,1,Yes,1,Male,75,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8454,0,No,0,Female,74,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8455,0,No,0,Female,71,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8456,1,Yes,0,Female,82,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8457,1,Yes,0,Female,72,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8458,1,Yes,0,Female,66,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P8459,1,Yes,0,Female,26,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8460,1,Yes,1,Male,42,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8461,1,Yes,1,Male,43,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,No,1,No
P8462,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8463,1,Yes,1,Male,62,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8464,1,Yes,0,Female,32,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8465,1,Yes,0,Female,80,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8466,0,No,1,Male,55,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8467,1,Yes,1,Male,38,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8468,1,Yes,1,Male,49,0,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P8469,1,Yes,0,Female,84,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8470,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8471,0,No,1,Male,39,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8472,0,No,0,Female,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8473,1,Yes,0,Female,74,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8474,1,Yes,1,Male,29,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8475,1,Yes,0,Female,71,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8476,1,Yes,0,Female,67,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8477,0,No,1,Male,69,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P8478,1,Yes,1,Male,62,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8479,0,No,1,Male,68,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P8480,0,No,0,Female,60,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P8481,1,Yes,1,Male,43,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
